"text","staff","amenities","food/drinks","cleanliness","location"
"The staff behavior is very friendly special the reception  Loved the visit.",1,0,0,0,0
"Delay in check in manager denied to check in then after sometime he checkin but the room quality was very bad and in the hotel there is only 2 staff members 1 is manager and other waiter and no else was there in the hotel and breakfast you cannot have your choice of breakfast and the taste of breakfast is very bad and and tea is of full of water almost with no sugar i suggest everyone who is planning to visit hotel please check room before checkin and in my recommendation please if you pay genuine then go for genuine only",0,0,0,0,0
"Food service was not available.",0,0,0,0,0
"Excellent service  by the staff n and  manager and neetness",1,0,0,0,0
"staff behavior is good but food quality and tea not good",0,0,0,0,0
"need improves service quality",0,0,0,0,0
"Good location.",0,0,0,0,-1
"Clean room.",0,0,0,-1,0
"Room was not clean we have to ask them to clean it properly.",0,0,0,0,0
"As mentioned the only plus point was the location.",0,0,0,0,0
"If you give importance to good food this hotel is not for you.",0,0,0,0,0
"Friendly staff that remembered me from my previous trip a year prior.",1,0,0,0,0
"Hotel is over price for the provide service it includes continental breakfast but its really basic 2 o 3 indian dishes.",1,0,1,0,0
"Rooms are ok but the overall feeling with the staff was disappointing after been 15 days in India this was the only hotel were we did not felt the warmful service of all the country...",0,0,0,0,0
"Location was good guess that was the highlight",0,0,0,0,0
"The place is in a very good location.",0,0,0,0,1
"Bed was clean and comfortable.",0,0,0,1,0
"Service a bit pushy.",1,0,0,0,0
"It was close to many good restaurants and shopping and easy access to the metro.",0,0,0,0,1
"The staff were extremely helpful in figuring out where to find the metro etc.",1,0,0,0,1
"The location is excellent on Connaught place.",0,0,0,0,1
"The services were excellent it was on time with a quick and positive response.",1,0,0,0,0
"Complimentary breakfast was very well cooked its tasty with quality.",0,0,1,0,0
"Staff was polite and co-operative they were good.",1,0,0,0,0
"Location was little inside from the main the road I found it hard to locate and reach.",0,0,0,0,-1
"The location was nearest to the station convenient to travel and accessible location.",0,0,0,0,1
"Services were very good it was on time there was no any delay everything was fine and good.",1,0,0,0,0
"Food was delicious it was very nice with great taste and quality I was very much satisfied.",0,0,1,0,0
"Staff was good but front office people did mistake in billing which was not acceptable.",0,0,0,0,0
"Hotel location was not that much good To find out the hotel locality It was difficult.",0,0,0,0,0
"Property was not hygiene.",0,0,0,0,0
"Front office staff not I did not feel comfortable.",0,0,0,0,0
"Service was okay and decent.",0,0,0,0,0
"Breakfast was terrible and I have never eaten this kind of good It was not up to the Treebo standard.",0,0,0,0,0
"The city which I had travelled was excellent and the hotel location was very good and we were searching hotel near to the railway station and this hotel was nearby and walkable distance.",0,0,0,0,1
"Cabs and auto rickshaw can be accessed easily and there was no other place to visit nearby.The ambiance was good and it was value for money and well maintained.Front desk staffs were co-operative and service was excellent and I was happy and satisfied with it and staff behaviour.Rooms were comfortable and good.",1,0,0,0,1
"everything was nice..nice staff..keep it up! !",1,0,0,0,0
"very nice  good service",1,0,0,0,0
"It was acceptable I did ask for many things they should do like water tea and coffee every day.",0,0,1,0,0
"Simple breakfast when I paid for all days on check out they took little bit more the price in Hotels.com",0,0,0,0,0
"Very helpful staff good quiet location for a noisey market always clean everything works good restaurants near by.",1,0,0,1,1
"Friendly staff no hassle highly recommend",1,0,0,0,0
"Nice staff and clean.",1,0,0,1,0
"Good location near metro station.",0,0,0,0,1
"Staff was friendly and helpful.",1,0,0,0,0
"My room although small was what is uper clean and efficient!",0,0,0,1,0
"Breakfast was simple but good enough to start the day.",0,0,1,0,0
"Near to main bazaar road so easy walking distance to shopping and other food places.",0,0,1,0,1
"nice and cordial staff... enjoyed my stay here!",1,0,0,0,0
"very good service",1,0,0,0,0
"pillow is very hard chair and table cloth to be clean handwashing area washbasin very dirty",0,0,0,0,0
"Everything was fine except buffet is missing otherwise I enjoyed my stay at Treebo Terminus",0,0,1,0,0
"Small boutique hotel in exciting area.",0,0,0,0,1
"Walking distance to the metro and train station.",0,0,0,0,1
"Staff always helpful and welcoming.",1,0,0,0,0
"good service",1,0,0,0,0
"good location new delhi tourist spots good cleanliness good customer service",0,0,0,0,0
"Clean bedding  towels but no bedside lights.",0,0,0,0,0
"Good food and reasonably priced alcohol pn the roof terrace.",0,0,1,0,0
"Managers were good general staff dont care.",0,0,0,0,0
"Comfortable bedroom and helpful and friendly staff.",1,0,0,0,0
"Room was comfortable but had to ask for the floor to be re cleaned before moving in.",0,0,0,0,0
"As a woman travelling alone I felt very safe both in the hotel and the area around it.",0,0,0,0,1
"The staff are very accommodating its a convenient location for shopping and the metro.",1,0,0,0,1
"and the restaurant is very good for dinner.",0,0,1,0,0
"Nice hotel nice staff nice neighborhood nice transport options  - what else do you want  .",1,0,0,0,1
"Worst is the restarant service.",0,0,0,0,0
"20 minutes to have a bottle of water delivered to the table 45 minutes for food to arrive but most concrening is hygiene my waiter cleaned my knife by running it between his fingers!",0,0,0,0,0
"The bathroom was tiny but again very adequate and everything in the bathrooms was clean.",0,0,0,1,0
"The hotel was located in a very convenient location its only a 5 minute walk away to railway station which was perfect.",0,0,0,0,1
"This was the second time  comfort/services were as expected.",1,0,0,0,0
"The staff at reception during the day time is rude and unprofessional.",0,0,0,0,0
"Conveniently located near New delhi rly station.",0,0,0,0,1
"Staff at checkin can be more polite other staff helpful.",0,0,0,0,0
"Rooms are clean and quiet.",0,0,0,1,0
"Easy sccess to all transport and very close to Connaught place for food.",0,0,1,0,0
"Disappointing - window did not look out just a dark corridor - delux room - managed to kill 3 insects over 4 nights bathroom not clean- shower curtain dirty - bath towels were sticky - my husband and i had serious doubts whether they were washed.",0,0,0,0,0
"GOOD HOTEL NICE STAFF OVERALL NICE PLACE CAN IMPROVE",1,0,0,0,0
"Good budget friendly property located in the heart of the city.",1,0,0,0,0
"It was very close to the train station and metro stations as well.",0,0,0,0,1
"The staff were so amazing friendly and they do their best to help.",1,0,0,0,0
"We just love the hotel location.",0,0,0,0,1
"Just minutes away from the many good what is upermarkets and many good selection of restaurants around the neighborhood.The bedroom was pretty nice and the beds were comfortable.",0,0,0,0,1
"The staff of this hotel were all really great and helpful.",1,0,0,0,0
"Comforter cover was not a fresh one  it was clearly used one.",0,0,0,0,0
"They did not have a fresh one  hence removed the dirty cover and asked us to use the comforter without cover.",0,0,0,0,0
"Breakfast offered was good.",0,0,-1,0,0
"Room service was quick and good.",1,0,0,0,0
"decent staff and overall satisfactory stay for two nights with family.",0,0,0,0,0
"I have used this hotel in the past it is handy and convenient  for New Dehli Railway station  condition is fair  for the price charged   service was good and seemed to be no problem  I would use it again",1,0,0,0,1
"Lots of places to eat around and the food is available at the hotel too.",0,0,1,0,0
"It wasnt clean when I have come and sheets needed to be changed.",0,0,0,0,0
"Staff where helpful .",1,0,0,0,0
"The hotel was dirty to begin with.",0,0,0,0,0
"The toilette was broken and the bed not cleaned.",0,0,0,0,0
"The hotel itself was in a run down area of the town in a dirty side street with other similar shady hotels.",0,0,0,0,0
"Frankly speaking the hotel staff were better than the room.",0,0,0,0,0
"But will give it  a good rating as the staff was very helpful and the place was clean.",1,0,0,1,0
"no shampoo no shower gel no desk but quite and clean staffs are nice",0,0,0,0,0
"Any shortcoming is more than compensated by its amazing location - next door to Yale.",0,0,0,0,1
"I do not have any complaints: internet works well staff friendly room is comfortable and clean.",1,0,0,1,0
"nice clean room.",0,0,0,1,0
"Nice staff.",1,0,0,0,0
"The only reason why I stay here is due to its proximity to Yale it is very dirty TV does not work and pricey for what you get",0,0,0,0,0
"But very clean and friendly.",1,0,0,1,0
"This hotel was perfect for that in terms of location.",0,0,0,0,1
"I walked but I understand the Yale shuttle stops nearby to take you to the campus.",0,0,0,0,0
"The staff was very accommodating my parents stayed there they speak only little English and the staff made it possible for them to have all they needed.",1,0,0,0,0
"Room is a bit dirty.",0,0,0,0,0
"Staff friendly.",1,0,0,0,0
"Basic accommodations in a good location with friendly staff.",-1,0,0,0,-1
"Dirty and dated.",0,0,0,0,0
"Friendly and chill desk clerk.",1,0,0,0,0
"Room clean but worn.",0,0,0,0,0
"Negatives were room smelled like smoke hard to regulate heat and hot water.",0,0,0,0,0
"Positives were friendliness of staff price  and allowed to have dog.",0,0,0,0,0
"well it was  extremely dated and smelled so bad I had to tell them I could not stay the smell was so bad and flies in bathroom.",0,0,0,0,0
"Could not stay  way to dirty.",0,0,0,0,0
"Motel across street was 40.00 dollars and very clean but old.",0,0,0,0,0
"Beds were comfortable bathroom clean.",0,0,0,1,0
"Suited our every need  very convenient  clean  cosy and close to shops and amenities",0,0,0,1,0
"Stay here often and the service is always great.",1,0,0,0,0
"nice location.",0,0,0,0,1
"excellent atmosphere very friendly staff good meals",1,0,1,0,0
"Very poor continental breakfast of ordinary cereals poor quality tin fruit with a minimum of fresh fruit no cold meats or cheeses no decent coffee no Bircher no baggets no pastries.",0,0,0,0,0
"Room was not cleaned daily.",0,0,0,0,0
"Only bin emptied and tea bags replaced.",0,0,-1,0,0
"Staff scruffy and unshaven although pleasant.",0,0,0,0,0
"The ability to have a separate lounge area and another dining area AND another area to eat takeaway was fantastic.",0,0,0,0,1
"Everything cluttered with frills doilies cushions which compromised available space for luggage etc.",1,0,1,0,1
"Clean and comfy and close to Mt Field National Park.",0,0,0,0,0
"Good communication clean  comfortable  accommodation convenient location  ok continental breakfast.",0,0,-1,-1,-1
"Wonderful fresh fruit berries and cherries  and what is uperb locally grown stewed fruits were a real treat for breakfast.",0,0,1,0,0
"Located in a quiet area guaranteed a great sleep.",0,0,0,0,1
"Hosts were friendly informative generous and we thoroughly enjoyed our weeks stay.",1,0,0,0,0
"Not enough coffee",0,0,0,0,0
"The location is perfect.",0,0,0,0,1
"Great location!",0,0,0,0,1
"Terrific service.",1,0,0,0,0
"Balcony and short distance to food drink quiet nice atmosphere",0,0,1,0,0
"We stayed in New Orleans at the French Quarter for one night and this location is very well appointed.",0,0,0,0,1
"Across the street from amazing croissoint and coffee place.",0,0,1,0,0
"What is uper close to Verti Marte the all night sandwich place Central Grocery and the rock and roll bars with lots of locals Aunt Tikis The Abbey and Santos.",0,0,1,0,1
"If you are looking for something near the action and walk-able but not in the middle of the madness this is the place for you.",0,0,0,0,1
"Front desk staff what is uper nice and accommodating.",1,0,0,0,0
"Nice clean quiet central.",0,0,0,1,1
"I am a older woman and had to walk the blocks by myself.",0,0,0,0,0
"Charming place perfect location.",0,0,0,0,1
"Within walking distance of Bourbon Street and the French Market",0,0,0,0,1
"The staff is friendly and helpful.",1,0,0,0,0
"It was clean.",0,0,0,1,0
"However it needs a little more deep cleaning.",0,0,0,0,0
"Dust in places that probably contributes to the old smell.",0,0,0,0,0
"But once you hit the streets those smells over ride the one in the room.",0,0,0,0,0
"It is a clean and quiet spot perfect as a homebase to rest up at in between excursions to Bourbon street.",0,0,0,1,0
"What is uper friendly staff.",1,0,0,0,0
"Great location",0,0,0,0,1
"i wish the staff was friendlier .",0,0,0,0,0
"they were ok  the hotel is beautiful and if employees work on their friendlinesss people will die to go back here .",1,0,0,0,0
"Very comfortable clean and spacious 1 bedroom loft",0,0,0,1,0
"Long story but we were given a room with no windows and a dirty shower.",0,0,0,0,0
"They moved us to a somewhat better room but it took more than a day and the bathroom new needed cleaning before we would occupy it.",0,0,0,0,0
"Desk staff and concierge were not knowledgeable about the area or helpful in any way.",0,0,0,0,0
"Location was great but that’s not enough for us to recommend this property.",0,0,0,0,1
"Great location with amazing Nee Orleans flair and personality.",0,0,0,0,1
"All the staff were helpful and friendly.",1,0,0,0,0
"Very clean and comfortable.",0,0,0,1,0
"The staff was very helpful and polite.",1,0,0,0,0
"Rooms are dark and not very clean the hotel clerks were not knowledgeable about the area and the 4 different concierges we talked to had to google answers to the questions we asked something we could have done ourselves of course.",0,0,0,0,0
"Location is great conveniently to the French quarter bourbon street and the trolley.",0,0,0,0,0
"Great staff day and night.",1,0,0,0,0
"Location was perfect.",0,0,0,0,1
"You can walk everywhere.",0,0,0,0,1
"Walk in small living room kitchenette and huge walk in shower.",0,0,0,0,1
"A great location to enjoying shopping eating out and taking the sites of the area on foot.",0,0,0,0,1
"Get hotel for the price and in a great location.",0,0,0,0,1
"Friendly and informational staff.",1,0,0,0,0
"Only about 5 blocks from bourbon st. and a short cab ride from Frenchman st.",1,0,1,0,1
"Perfect location on the outskirts of the FQ at Canal  Decatur.",0,0,0,0,1
"We have always stayed at the Marriott just adjacent to this hotel and I loved that location but this was so much more cozy.",0,0,0,0,1
"Staff was excellent room had a sitting area partial kitchen bathroom with a huge shower and a nice sized bedroom.",1,0,0,0,1
"The location of the hotel was on a great street - close enough to all the action but far enough to avoid the noise.",0,0,0,0,1
"I cannot say enough about the staff.",1,0,0,0,0
"Location was great!",0,0,0,0,1
"I’ve and quiet and I like the seating area next to the pool",0,0,0,0,-1
"The breakfast is not the best but convenient.",0,0,1,0,0
"I would definitely book it again if I am ever in the New Orleans area.",0,0,0,0,1
"Even though room was paid they will still charge you a 75 deposit that they tell you will refunded bavk to add after checkout when maid service states no damages to room.",0,0,0,0,0
"So it is a nice hotel but the breakfast  is realy optinal in one day it just didnt hapen",0,0,-1,0,0
"The location is terrible the room was dirty and the people from the front desk where kind of rude.",0,0,0,0,0
"Very old and filthy.",0,0,0,0,0
"The staff though was very nice probally the nicest staff every in a cruddy hotel",1,0,0,0,0
"ok staff are freindly room was ok if all you want to have is a place to put your head down for the nightbut would b",0,0,0,0,0
"Clean convenient hotel.",0,0,0,1,0
"Beautiful lobby and in great location.",0,0,0,0,1
"The room was clean.",0,0,0,1,0
"The hotel staff was so helpful and friendly.",1,0,0,0,0
"Staff was very accommodating.",1,0,0,0,0
"Staff was very friendly and accommodating however there is waaay too.",1,0,0,0,0
"The staff allowed us an early check in.",1,0,0,0,0
"They made us feel right at home with those extra touches from the entire staff which were simply special.",1,0,0,0,0
"What is uper friendly staff that accommodated all of my needs from water to parking and even extended check out.",1,0,0,0,0
"Great views great location.",0,0,0,0,1
"The staff was friendly and the room was large with a great New Orleans feel to it.",1,0,0,0,0
"The only areas that were air-conditioned where the actual guest rooms and ours had a window unit.",0,0,0,0,0
"If you are looking for a New Orleans feel just a block off Bourbon street this is your hotel.",-1,0,-1,0,-1
"The staff was so amazing and welcoming.",1,0,0,0,0
"Free coffee and water was perfect for our erratic weekend.",0,0,1,0,0
"Staff was very helpful.",1,0,0,0,0
"Loved the 24 hour coffee/snack bar in the lobby.",0,0,1,0,0
"We are frequent visitors to NOLA from Mobile Al and always enjoy seeing  tasting and staying in new or different places.",0,0,1,0,0
"John was a big help in giving us great ideas - Antoin' s and Elizabeth's were excellent choices.",1,0,1,0,1
"John and all the staff made certain that our stay was everything we wanted it to be.",1,0,0,0,0
"The workmen who are working on fire damaged areas took time to give us a tour.",0,0,0,0,0
"It is in a very convenient location with easy access to Bourbon Street.",0,0,0,0,1
"The staff was very friendly and helpful.",1,0,0,0,0
"My loft sleeping area had ceilings about 6 feet high and I’m 6’3”.",0,0,0,0,0
"Staff was pleasant  Mike was great.",1,0,0,0,0
"Added to the rooms is a minifridge coffee maker and microwave.",0,0,1,0,0
"Lovely quiet restful surroundings friendly staff.",1,0,0,0,0
"Rooms are large and welcoming and very clean.",0,0,0,1,0
"Clean comfortable and quiet.",0,0,0,1,0
"Lovely location in a rural setting and yet so close to New Plymouth.",0,0,0,0,1
"Went to Federal Cafe for breakfast and had awesome food.",0,0,1,0,0
"Amazing location - somewhat of a hidden gem.",0,0,0,0,1
"Spotlessly clean.",0,0,0,1,0
"Only a few minutes drive into town but it fells like you are a million miles away from the daily hustle and bustle.",0,0,0,0,1
"Staff were lovely.",1,0,0,0,0
"Lovely plunger coffee and very comft bedding.",0,0,1,0,0
"Excellent room - so very clean with everything we needed.",0,0,0,1,0
"Beautiful views of river and bush lovely hosts and clean modern rooms with all the facilities you need and more.",0,0,0,1,0
"I enjoy staying at One Burgess Hill because of the peace and tranquility yet its only a few minutes drive to the middle of town.",0,0,0,0,0
"The location and property was excellent.",0,0,0,0,1
"The unit was very clean but being semi-bush it was expected.",0,0,0,1,0
"What is uperb location.",0,0,0,0,1
"Staff were helpful but not overly so.",1,0,0,0,0
"Nice comfortable rooms and clean.",0,0,0,1,0
"One of guests required ambulance staff were very helpful organising and getting guest to a private room and basic first aid.",1,0,0,0,0
"Amazing staff and a unique stay.",1,0,0,0,0
"Staff friendly and we felt very welcome and enjoyed our evening meal in the restaurant.",1,0,1,0,0
"Also enjoyed the breakfast the next morning.",0,0,1,0,0
"our stay was amazing the service was awesome throughout the stay and the bed was very comfortable which allowed for a good night sleep.",1,0,0,0,0
"food was also amazing from the restaurant.",0,0,1,0,0
"Had a lovely meal in the restaurant.",0,0,1,0,0
"Service personal friendly but professional",1,0,0,0,0
"Staff was very friendly and accommodating.",1,0,0,0,0
"Some features in our suite were not quite on the mark -- lack of a top-sheet on the bed mini-bar not fully stocked large bathroom was cold but warmed up nicely with requested portable heater.",0,0,0,0,0
"Available free bicycles were a bit sorry tho' -- we ended up taking hire bikes from a nearby shop.",0,0,0,0,0
"Pleasant outdoor area for sitting and eating.",0,0,0,0,1
"Handy city position near the sea and parks.",0,0,0,0,1
"Close to the sea to watch a romantic sunset and various resturants within walking distance including what looked like a 5 star eatery at the hotel.",0,0,0,0,1
"A lively hotel situated conveniently in New Plymouth greatly in need of a spring clean.",0,0,0,1,0
"The room was clean and comfortable the staff were friendly and accomodating.",1,0,0,1,0
"Facilities: Above average Loved the library   Service: Courteous Cleanliness: Lovely  Great character lovely feel not cookie-cutter",1,0,0,0,0
"Very friendly owners.",1,0,0,0,0
"Staff were friendly  location was good rooms were kept tidy.",1,0,0,1,1
"The staff were helpful to our late arrival but the room was hard to heat and the beds to soft for our liking.",1,0,0,0,0
"Very clean and great family rooms.",0,0,0,1,0
"The staff were lovely.",1,0,0,0,0
"Great location.",0,0,0,0,1
"Easy walk to CBD Pukekura Park  other local walkways",0,0,0,0,1
"The staff were friendly.",1,0,0,0,0
"The room was spacious and clean.",0,0,0,1,0
"Great location.",0,0,0,0,1
"The room was clean  more than accommodated our family of 4.",0,0,0,1,0
"Very friendly staff who we managed to share a glimpse of the Joshua vs Parker fight.",-1,0,0,0,0
"The room smelled of damp the shower was lukewarm.",0,0,0,0,0
"We walked everywhere.",0,0,0,0,1
"Good location for families with children as Pukekura Park is close by.",0,0,0,0,-1
"We enjoyed the board walk along the sea front seeing the mirror wall on the Govett-Brewster Gallery and other local attractions.",0,0,0,0,1
"It was an easy walk to most of the central city locations.",0,0,0,0,1
"Walking distance to promenade amenities etc.",0,0,0,0,1
"Clean.",0,0,0,-1,0
"Excellent breakfast.",0,0,1,0,0
"Friendly personal service",1,0,0,0,0
"Nice friendly and clean Motel.",0,0,0,0,0
"The staff was friendly.",1,0,0,0,0
"The room was spacious and clean.",0,0,0,1,0
"milk for cups of tea.",0,0,0,0,0
"Clear and tidy.",0,0,0,1,0
"Accommodation was comfortable and incredibly clean.",0,0,0,1,0
"Nice staff.",1,0,0,0,0
"Friendly helpful staff.",1,0,0,0,0
"Great motel nice and clean and close to lots of amenities.",0,0,0,0,0
"Good location - easy walk to town.",0,0,0,0,1
"20 minute walk to many food choices.",0,0,1,0,1
"Centrally positioned easy walking to centre / sea.",0,0,0,0,1
"Very helpful and friendly owners and staff would stay again.",1,0,0,0,0
"The Flamingo is an affordable 80's style motel that is comfortable and clean with pleasant staff and a pool and hot pool.",0,0,0,0,0
"It is not to far from the central city either.",0,0,0,0,1
"Walking distance to town.",0,0,0,0,1
"Motel has plenty of room in the unit..we were in a block apart from the main area and parking was a little crampedl",0,0,0,0,1
"Clean and tidy old school motel.",0,0,0,0,0
"The room smelled a little but overall it suited our purpose.",0,0,0,1,0
"Note that there is no spa just a hot indoor pool but will leave you smelling strongly of chlorine.",0,0,0,0,0
"Only wish would have been a swimming pooll for the kids and a more private seating area.",0,0,0,0,1
"Very clean and tidy accommodation overall.",0,0,0,1,0
"Owners and staff so friendly and welcoming.",1,0,0,0,0
"The service is top notch and I will recommend my friends to stay in this lovely hotel.",1,0,0,0,0
"Really nice comfy motel very clean  tidy",0,0,0,1,0
"Although we arrived early we were allowed into our room as soon as it was cleaned.",0,0,0,1,0
"It was quiet and easy to access central New Plymouth.",0,0,0,0,1
"Warm welcome from friendly staff.",1,0,0,0,0
"Staff very friendly and knowledge.",1,0,0,0,0
"We went for a concert and the location was perfect.",0,0,0,0,1
"The staff was very friendly and gave useful tips on what sights to see.",1,0,0,0,0
"Excellent place to stay in handy to sports center and friendly customer service.",1,0,0,0,0
"Very quite location in easy distance to everything.",0,0,0,0,1
"We live in a rural area which is both quiet and without street lights.",0,0,0,0,1
"We were pleased with the lovely setting in a quiet area and bright lights.",0,0,0,0,1
"Nice clean place.",0,0,0,1,0
"Stayed 2 days and first day came back and only coffee filled.",0,0,0,0,0
"Very roomy and sparkling clean .",0,0,0,1,0
"Spacious and comfortable unit located near native bush within a kilometre of town",0,0,0,0,1
"The staff was accomodating and the place was tidy.",1,0,0,1,0
"Large older two bedroom unit was clean well equiped with kitchen and seperate toilet.",0,0,0,1,0
"Lovely quiet location in the bush yet only a 15 min walk from downtown New Plymouth.",0,0,0,0,1
"It is Clean has good Internet much space and it is quite.",0,0,0,1,0
"Clean and tidy even if a bit 'retro'.",0,0,0,1,0
"Friendly accommodating staff.",1,0,0,0,0
"Very easy location to get uber.",0,0,0,0,1
"In a lower income neighborhood but that did not affect the visit.",0,0,0,0,1
"There is a bus 28 across the street which can take you to French Quarter or Garden District.",0,0,0,0,1
"The location is quiet at night.",0,0,0,0,1
"The staff is very friendly and helpful.",1,0,0,0,0
"It is a good budget hotel which is quite close to the tourist area.",0,0,0,0,1
"A clean place to sleep in what feels as a safe location.",0,0,0,-1,-1
"The staff was awesome!",1,0,0,0,0
"Good experience there neighborhood looked a bit sketchy at first but felt completely safe.",0,0,0,0,1
"Very nice hotel great location and staff.",1,0,0,0,1
"Check in was a breeze and the receptionist walked us to our room and gave us a tour of the hotel and pool area.",1,0,0,0,1
"Breakfast delivered to the room was a nice touch.",0,0,1,0,0
"Southern hospitality beautiful historic hotel in a wonderful location on Flagler Ave.",0,0,0,0,0
"Nice friendly staff.",1,0,0,0,0
"Nice breakfast served you your room.",0,0,1,0,0
"Nothing for late arrival but junk food and apples.",0,0,0,0,0
"Dirty carpets and bathroom floors",0,0,0,0,0
"Very convenient location in the East Village.",0,0,0,0,1
"It is clean quiet and staff is fantastic from the doormen to the front desk to the housekeeping staff.",1,0,0,1,0
"Carpeting and drapes.",0,0,0,0,0
"in room were badly stained.",0,0,0,0,0
"Check in was easy service was excellent.",1,0,0,0,0
"We ordered room service and the food was incredible.",1,0,1,0,0
"The location was the best! !",0,0,0,0,1
"Perfect location for this visit ... and ambience was wonderful",0,0,0,0,1
"I loved the casual yet professional and friendly staff.",1,0,0,0,0
"The room was well appointed  The cafe served a proper breakfast with a smile.",0,0,1,0,0
"My daughter is a student at NYU and the hotel is in an awesome location for us: convenient to campus and also to great restaurants and the subway to get around the city.",0,0,0,0,1
"Rooms are what is uper-updated and clean and best of all the staff is always friendly and ready to help in any way!",1,0,0,1,0
"The rooms were clean and well thought out.",0,0,0,1,0
"The location was perfect and the bed was very comfortable.",0,0,0,0,1
"The bar and restaurant area were also really fun!",0,0,1,0,1
"The staff was what is uper helpful and accommodating.",1,0,0,0,0
"Perfect location.",0,0,0,0,1
"Great location for Cooper Square.",0,0,0,0,1
"Pros: The hotel is close to everything one might need — cafes food bars shops.",0,0,1,0,0
"It’s in a good location that didn’t feel too touristy too!",0,0,0,0,1
"Cons: no coffee pot or microwave in the room mini-bar in hotel room outrageously over priced but had some nice items.",0,0,1,0,0
"Perfect location / helpful and friendly staff / great views from room",1,0,0,0,1
"Cute hotel with friendly staff.",1,0,0,0,0
"Rooms are clean and small but that is expected in NYC.",0,0,0,1,0
"Nice restaurant/bar right next door.",0,0,1,0,0
"Nice outdoor café for breakfast.",0,0,1,0,0
"Many good East Village restaurants within an easy walk.",0,0,0,0,1
"Subway station 0.2 miles.",0,0,0,0,1
"Easy walk to Washington Square.",0,0,0,0,1
"We generally like to stay down in the Village away from the hustle and bustle of Time square.",0,0,0,0,1
"A modern very cool hotel in a great location in the East Village.",0,0,0,0,1
"It is close to subway stations nice restaurants and interesting shops.",0,0,0,0,1
"there was no coffee maker no microwave no refrigerator.",0,0,0,0,0
"not even coffee available n the offce.",0,0,0,0,0
"Good overall value price wise and the room was clean and bed comfy.",0,0,0,1,0
"Convenience and friendly staff price was excellent and I felt safe during my stay.",1,0,0,0,0
"Room not cleaned during a 2 night stay towels not replenished old soap pieces left in the tub ...",0,0,0,0,0
"But in an area where nightly rates exceed 125 you get more or less what you pay for.",0,0,0,0,0
"The manager was friendly and helpful.",1,0,0,0,0
"Unfortunately the bathroom floor had mold growing and the whole bathroom smelled.",0,0,0,0,0
"Nothing fancy but clean and convenient.",0,0,0,1,0
"room smelled",0,0,0,0,0
"Room fine but no on site parking no staff on Sunday afternoons hotel locked and accessed via a locked door with a room key dining room experience not tested as seldom open for business.",0,0,0,0,0
"Sn overnight event in Newcastle resulted in us staying at the Clarendon.",0,0,0,0,0
"While the room could have been cleaner the location and price were great.",0,0,0,0,0
"Unfortunately the hotel has also a pub and a beer garden.",0,0,0,0,0
"On the night I stayed the beer garden was rented out for a function which lead to extreme noise from a music band until 11.20 pm.",0,0,0,0,0
"Great location and well presented except for the following issues: 1.",0,0,0,0,0
"Smell in pillow pillow slips are clean",0,0,0,0,0
"clean convinient and not costing too much.",0,0,0,1,0
"nice location.",0,0,0,0,1
"Good size room clean great location.",0,0,0,1,1
"Nice Hotel good location",0,0,0,0,1
"The only complaint we had was there was not enough tea in our room.",0,0,1,0,0
"Restaurant food was great.",0,0,1,0,0
"People all very friendly.",1,0,0,0,0
"There was lots of coffee but only three teabags.",0,0,0,0,0
"That was a bit disappointing as we couldn’t have a cup of tea in the morning as we only had one teabag between two",0,0,1,0,0
"Lovely hotel within close walking proximity to nice restaurants and locations.",0,0,0,0,1
"Staff of the hotel/pub were wonderful and helpful.",1,0,0,0,0
"Hotel staff went above and beyond to help me with my luggage in the morning.",1,0,0,0,0
"Room service was always prompt.",1,0,0,0,0
"Excellent location friendly service and comfortable.",1,0,0,0,1
"Parking could possibly be a issue and minimal area to hang your towel.",0,0,0,0,0
"It is walking distance to plenty of restaurants bars and landmarks of Newcastle.",0,0,1,0,1
"It is also close to numerous bus stops great bus system in Newcastle imo.",0,0,0,0,1
"Very well presented room in very central location.",0,0,0,0,1
"Spacious and very clean and well appointed.",0,0,0,1,0
"Clean friendly and the food was delicious",1,0,1,1,0
"Always clean good security.",0,0,0,1,0
"We love the price and discount from aaa that they have  and that they are pet friendly.",1,0,0,0,0
"Convenient to local coffee shopping food without the higher price of a similar hotel closer to the hub of this rural community with mostly blue skies everyday.",0,0,1,0,0
"I was visiting my wife in Malibu is a great little hotel for the price and the housekeeping staff was amazing  thanks dew",1,0,0,0,0
"I had a small problem with my first room but the staff had no problem accommodating me with another room.",1,0,0,0,0
"The staff are always working on the property to ensure it is maintained s and hospitable.",1,0,0,0,0
"Very rude office staff.",0,0,0,0,0
"Accused me of being the bad guy when I complained about their service.",0,0,0,0,0
"Friendly staff and reasonable rates.",1,0,0,0,0
"Food market on the lot as well as other shopping and services.",1,0,1,0,0
"My room appeared clean bed was comfortable and AC was cool and shower hot.",0,0,0,-1,0
"Amazing Staff.",1,0,0,0,0
"The staff was friendly and easy to talk always eager to help.",1,0,0,0,0
"I had a relaxing stay clean and peacefull thanks",0,0,0,1,0
"Profits over service is sad",0,0,0,0,0
"Very friendly and helpful staff.",1,0,0,0,0
"Rooms very clean.",0,0,0,1,0
"Clean towels.",0,0,0,0,0
"Dirty noisy.",0,0,0,0,0
"Very rude reception.",0,0,0,0,0
"Great location.",0,0,0,0,1
"Food and service wonderful.",1,0,1,0,0
"Lovely facilities and great service overall!",1,0,0,0,0
